State,County Name,"Median
Home Price
Q4 2021","Monthly
Payment
Q4 2021","Monthly
Payment
Q4 2020",Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,Population,,
Georgia,Worth County,120955,464,382,$666 ,$690 ,$810 ,"$1,050 ","$1,273 ","20,247",,
Hawaii,Hawaii County,459512,1761,1459,"$1,017 ","$1,164 ","$1,531 ","$1,969 ","$2,076 ","201,513",,
Hawaii,Honolulu County,844332,3237,2740,"$1,552 ","$1,705 ","$2,240 ","$3,182 ","$3,834 ","974,563",,
Hawaii,Kauai County,750536,2877,2383,"$1,327 ","$1,590 ","$1,997 ","$2,770 ","$3,418 ","72,293",,
Hawaii,Maui County,841714,3227,2673,"$1,467 ","$1,568 ","$1,957 ","$2,678 ","$2,944 ","167,417",,
Idaho,Ada County,499471,1915,1406,$783 ,$896 ,"$1,118 ","$1,577 ","$1,841 ","481,587",,
Idaho,Adams County,315034,1208,883,$620 ,$625 ,$796 ,"$1,090 ","$1,351 ","4,294",,
Idaho,Bannock County,247926,950,709,$547 ,$626 ,$824 ,"$1,170 ","$1,410 ","87,808",,
Idaho,Bear Lake County,218989,839,614,$577 ,$581 ,$757 ,"$1,075 ","$1,296 ","6,125",,
Idaho,Benewah County,244133,936,684,$593 ,$679 ,$893 ,"$1,267 ","$1,277 ","9,298",,
Idaho,Bingham County,234046,897,656,$590 ,$594 ,$782 ,"$1,111 ","$1,309 ","46,811",,
Idaho,Blaine County,626998,2404,1758,$741 ,$848 ,"$1,116 ","$1,519 ","$1,525 ","23,021",,
Idaho,Boise County,347075,1330,977,$783 ,$896 ,"$1,118 ","$1,577 ","$1,841 ","7,831",,
Idaho,Bonner County,371609,1425,1042,$678 ,$682 ,$869 ,"$1,234 ","$1,487 ","45,739",,
Idaho,Bonneville County,312692,1199,883,$575 ,$704 ,$865 ,"$1,229 ","$1,481 ","119,062",,
Idaho,Boundary County,299684,1149,840,$590 ,$594 ,$781 ,"$1,109 ","$1,211 ","12,245",,
Idaho,Butte County,188436,722,528,$547 ,$671 ,$824 ,"$1,170 ","$1,410 ","2,597",,
Idaho,Camas County,267962,1027,751,$634 ,$638 ,$832 ,"$1,182 ","$1,412 ","1,106",,
Idaho,Canyon County,339605,1302,956,$783 ,$896 ,"$1,118 ","$1,577 ","$1,841 ","229,849",,
Idaho,Caribou County,213288,818,598,$572 ,$575 ,$757 ,"$1,075 ","$1,234 ","7,155",,
Idaho,Cassia County,236970,908,664,$595 ,$599 ,$779 ,"$1,107 ","$1,178 ","24,030",,
Idaho,Clark County,143410,550,402,$634 ,$638 ,$832 ,"$1,182 ","$1,412 ",845,,
Idaho,Clearwater County,227906,874,639,$632 ,$636 ,$837 ,"$1,181 ","$1,373 ","8,756",,
Idaho,Custer County,280095,1074,785,$612 ,$616 ,$810 ,"$1,151 ","$1,375 ","4,315",,
Idaho,Elmore County,224836,862,630,$681 ,$697 ,$875 ,"$1,243 ","$1,469 ","27,511",,
Idaho,Franklin County,301007,1154,859,$583 ,$699 ,$877 ,"$1,246 ","$1,501 ","13,876",,
Idaho,Fremont County,248373,952,696,$602 ,$679 ,$774 ,"$1,099 ","$1,325 ","13,099",,
Idaho,Gem County,252051,966,709,$682 ,$779 ,$971 ,"$1,284 ","$1,431 ","18,112",,
Idaho,Gooding County,230684,884,647,$649 ,$664 ,$834 ,"$1,101 ","$1,295 ","15,179",,
Idaho,Idaho County,253197,971,710,$649 ,$654 ,$860 ,"$1,136 ","$1,459 ","16,667",,
Idaho,Jefferson County,300025,1150,847,$575 ,$704 ,$865 ,"$1,229 ","$1,481 ","29,871",,
Idaho,Jerome County,240625,922,675,$614 ,$702 ,$924 ,"$1,156 ","$1,526 ","24,412",,
Idaho,Kootenai County,457093,1752,1283,$738 ,$845 ,"$1,047 ","$1,487 ","$1,792 ","165,697",,
Idaho,Latah County,333600,1279,935,$580 ,$664 ,$834 ,"$1,185 ","$1,427 ","40,108",,
Idaho,Lemhi County,258752,992,725,$624 ,$628 ,$826 ,"$1,076 ","$1,402 ","8,027",,
Idaho,Lewis County,193406,741,542,$589 ,$617 ,$757 ,"$1,075 ","$1,285 ","3,838",,
Idaho,Lincoln County,212849,816,597,$628 ,$632 ,$825 ,"$1,172 ","$1,266 ","5,366",,
Idaho,Madison County,320297,1228,898,$717 ,$730 ,$832 ,"$1,182 ","$1,424 ","39,907",,
Idaho,Minidoka County,218697,838,613,$590 ,$626 ,$758 ,"$1,077 ","$1,287 ","21,039",,
Idaho,Nez Perce County,254000,974,758,$615 ,$717 ,$925 ,"$1,314 ","$1,583 ","40,408",,
Idaho,Oneida County,244279,936,685,$699 ,$703 ,$917 ,"$1,207 ","$1,556 ","4,531",,
Idaho,Owyhee County,220825,847,622,$783 ,$896 ,"$1,118 ","$1,577 ","$1,841 ","11,823",,
Idaho,Payette County,242087,928,679,$650 ,$654 ,$861 ,"$1,200 ","$1,255 ","23,951",,
Idaho,Power County,216953,832,620,$567 ,$648 ,$853 ,"$1,212 ","$1,460 ","7,681",,
Idaho,Shoshone County,186974,717,524,$601 ,$605 ,$796 ,"$1,130 ","$1,362 ","12,882",,
Idaho,Teton County,506686,1942,1420,$767 ,$772 ,$990 ,"$1,406 ","$1,694 ","12,142",,
Idaho,Twin Falls County,283458,1087,795,$596 ,$682 ,$897 ,"$1,274 ","$1,507 ","86,878",,
Idaho,Valley County,460198,1764,1290,$651 ,$684 ,$837 ,"$1,147 ","$1,421 ","11,392",,
Idaho,Washington County,217673,834,610,$539 ,$617 ,$812 ,"$1,069 ","$1,231 ","10,194",,
Illinois,Adams County,141300,542,469,$603 ,$640 ,$842 ,"$1,071 ","$1,142 ","65,435",,
Illinois,Alexander County,64332,247,213,$536 ,$622 ,$807 ,"$1,146 ","$1,248 ","5,761",,
Illinois,Bond County,140892,540,463,$523 ,$583 ,$735 ,$971 ,"$1,122 ","16,426",,
Illinois,Boone County,190482,730,600,$555 ,$635 ,$836 ,"$1,140 ","$1,214 ","53,544",,
Illinois,Brown County,110513,424,367,$560 ,$625 ,$824 ,"$1,025 ","$1,174 ","6,578",,
Illinois,Bureau County,128319,492,426,$510 ,$584 ,$768 ,$949 ,"$1,041 ","32,628",,
Illinois,Calhoun County,142422,546,468,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","4,739",,
Illinois,Carroll County,121885,467,405,$503 ,$559 ,$735 ,$909 ,"$1,112 ","14,305",,
Illinois,Cass County,92821,356,308,$503 ,$559 ,$735 ,$933 ,$997 ,"12,147",,
Illinois,Champaign County,191600,734,624,$824 ,$829 ,$977 ,"$1,252 ","$1,325 ","209,689",,
Illinois,Christian County,104424,400,347,$528 ,$583 ,$767 ,$948 ,"$1,040 ","32,304",,
Illinois,Clark County,106262,407,353,$526 ,$584 ,$769 ,$982 ,"$1,082 ","15,441",,
Illinois,Clay County,97072,372,322,$503 ,$586 ,$735 ,$909 ,"$1,052 ","13,184",,
Illinois,Clinton County,172084,660,565,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","37,562",,
Illinois,Coles County,115452,443,383,$527 ,$603 ,$793 ,"$1,075 ","$1,122 ","50,621",,
Illinois,Cook County,299571,1148,993,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","5,150,233",,
Illinois,Crawford County,100863,387,335,$503 ,$581 ,$735 ,$909 ,"$1,034 ","18,667",,
Illinois,Cumberland County,121541,466,403,$503 ,$559 ,$735 ,$909 ,$997 ,"10,766",,
Illinois,DeKalb County,216140,829,716,$503 ,$579 ,$735 ,"$1,044 ","$1,176 ","104,897",,
Illinois,De Witt County,114304,438,379,$714 ,$811 ,"$1,044 ","$1,483 ","$1,787 ","15,638",,
Illinois,Douglas County,127974,491,425,$591 ,$595 ,$746 ,"$1,017 ","$1,050 ","19,465",,
Illinois,DuPage County,362831,1391,1202,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","922,921",,
Illinois,Edgar County,95119,365,316,$503 ,$645 ,$735 ,$909 ,"$1,053 ","17,161",,
Illinois,Edwards County,91098,349,302,$503 ,$645 ,$735 ,"$1,007 ","$1,258 ","6,395",,
Illinois,Effingham County,164965,632,547,$577 ,$580 ,$735 ,"$1,044 ","$1,116 ","34,008",,
Illinois,Fayette County,101437,389,337,$541 ,$627 ,$735 ,$909 ,$997 ,"21,336",,
Illinois,Ford County,115903,444,377,$661 ,$666 ,$782 ,$998 ,"$1,107 ","12,961",,
Illinois,Franklin County,87422,335,290,$488 ,$559 ,$735 ,$916 ,$997 ,"38,469",,
Illinois,Fulton County,101782,390,338,$566 ,$570 ,$750 ,$927 ,"$1,217 ","34,340",,
Illinois,Gallatin County,84895,325,282,$503 ,$645 ,$735 ,"$1,031 ","$1,034 ","4,828",,
Illinois,Greene County,93051,357,309,$503 ,$573 ,$735 ,$909 ,"$1,032 ","12,969",,
Illinois,Grundy County,228403,876,757,$910 ,$916 ,"$1,205 ","$1,514 ","$1,634 ","51,054",,
Illinois,Hamilton County,107411,412,356,$503 ,$620 ,$735 ,$909 ,"$1,034 ","8,116",,
Illinois,Hancock County,98336,377,326,$503 ,$596 ,$735 ,"$1,003 ","$1,191 ","17,708",,
Illinois,Hardin County,92477,354,307,$503 ,$559 ,$735 ,$909 ,"$1,034 ","3,821",,
Illinois,Henderson County,105688,405,351,$531 ,$645 ,$735 ,"$1,031 ","$1,034 ","6,646",,
Illinois,Henry County,137517,527,458,$535 ,$650 ,$805 ,"$1,070 ","$1,209 ","48,913",,
Illinois,Iroquois County,118095,453,392,$559 ,$563 ,$741 ,$977 ,"$1,037 ","27,114",,
Illinois,Jackson County,124757,478,414,$528 ,$604 ,$795 ,"$1,041 ","$1,161 ","56,750",,
Illinois,Jasper County,114304,438,379,$503 ,$631 ,$735 ,"$1,031 ","$1,034 ","9,610",,
Illinois,Jefferson County,111087,426,369,$571 ,$615 ,$809 ,"$1,038 ","$1,097 ","37,684",,
Illinois,Jersey County,174085,667,572,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","21,773",,
Illinois,Jo Daviess County,171283,657,568,$561 ,$592 ,$735 ,$909 ,$997 ,"21,235",,
Illinois,Johnson County,125791,482,417,$519 ,$594 ,$781 ,$965 ,"$1,159 ","12,417",,
Illinois,Kane County,283183,1086,938,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","532,403",,
Illinois,Kankakee County,183793,705,589,$650 ,$743 ,$978 ,"$1,315 ","$1,430 ","109,862",,
Illinois,Kendall County,300373,1151,995,$988 ,$995 ,"$1,303 ","$1,851 ","$1,901 ","128,990",,
Illinois,Knox County,95349,366,316,$508 ,$559 ,$735 ,$976 ,$997 ,"49,699",,
Illinois,Lake County,314469,1205,1042,$642 ,$646 ,$850 ,"$1,155 ","$1,242 ","696,535",,
Illinois,LaSalle County,143942,552,478,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","108,669",,
Illinois,Lawrence County,90064,345,299,$503 ,$559 ,$735 ,$970 ,"$1,149 ","15,678",,
Illinois,Lee County,137739,528,457,$503 ,$594 ,$735 ,$995 ,"$1,067 ","34,096",,
Illinois,Livingston County,125676,482,417,$543 ,$617 ,$792 ,"$1,049 ","$1,135 ","35,648",,
Illinois,Logan County,118554,454,393,$584 ,$588 ,$747 ,"$1,005 ","$1,050 ","28,618",,
Illinois,Macon County,119984,460,401,$543 ,$641 ,$794 ,"$1,110 ","$1,142 ","104,009",,
Illinois,Macoupin County,118411,454,389,$555 ,$559 ,$735 ,$985 ,"$1,116 ","44,926",,
Illinois,Madison County,168435,646,553,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","262,966",,
Illinois,Marion County,89490,343,297,$488 ,$592 ,$735 ,$979 ,$997 ,"37,205",,
Illinois,Marshall County,118218,453,400,$592 ,$641 ,$815 ,"$1,059 ","$1,106 ","11,438",,
Illinois,Mason County,95349,366,316,$503 ,$590 ,$735 ,$909 ,$997 ,"13,359",,
Illinois,Massac County,96038,368,319,$529 ,$639 ,$774 ,"$1,041 ","$1,103 ","13,772",,
Illinois,McDonough County,105458,404,350,$515 ,$616 ,$735 ,"$1,016 ","$1,178 ","29,682",,
Illinois,McHenry County,270576,1037,897,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","307,774",,
Illinois,McLean County,197309,756,1110,$609 ,$703 ,$870 ,"$1,225 ","$1,474 ","171,517",,
Illinois,Menard County,166073,637,553,$560 ,$681 ,$843 ,"$1,078 ","$1,157 ","12,196",,
Illinois,Mercer County,124135,476,413,$535 ,$650 ,$805 ,"$1,070 ","$1,209 ","15,437",,
Illinois,Monroe County,248709,953,817,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","34,637",,
Illinois,Montgomery County,96612,370,321,$540 ,$568 ,$735 ,$929 ,"$1,042 ","28,414",,
Illinois,Morgan County,126481,485,420,$512 ,$586 ,$771 ,$995 ,"$1,171 ","33,658",,
Illinois,Moultrie County,123379,473,409,$503 ,$559 ,$735 ,"$1,044 ","$1,098 ","14,501",,
Illinois,Ogle County,168756,647,560,$567 ,$626 ,$824 ,"$1,043 ","$1,117 ","50,643",,
Illinois,Peoria County,148196,568,501,$592 ,$641 ,$815 ,"$1,059 ","$1,106 ","179,179",,
Illinois,Perry County,99369,381,330,$503 ,$573 ,$735 ,"$1,044 ","$1,104 ","20,916",,
Illinois,Piatt County,163420,626,532,$824 ,$829 ,$977 ,"$1,252 ","$1,325 ","16,344",,
Illinois,Pike County,98106,376,326,$555 ,$559 ,$735 ,$909 ,$997 ,"15,561",,
Illinois,Pope County,106836,410,355,$503 ,$645 ,$735 ,$949 ,"$1,034 ","4,177",,
Illinois,Pulaski County,70420,270,234,$601 ,$605 ,$735 ,"$1,044 ","$1,258 ","5,335",,
Illinois,Putnam County,145665,558,483,$534 ,$591 ,$757 ,$976 ,"$1,065 ","5,739",,
Illinois,Randolph County,126595,485,420,$492 ,$562 ,$740 ,$980 ,"$1,170 ","31,782",,
Illinois,Richland County,102931,395,342,$618 ,$645 ,$735 ,"$1,044 ","$1,084 ","15,513",,
Illinois,Rock Island County,143401,550,477,$535 ,$650 ,$805 ,"$1,070 ","$1,209 ","141,879",,
Illinois,St. Clair County,164904,632,542,$503 ,$559 ,$735 ,$987 ,"$1,045 ","259,686",,
Illinois,Saline County,84780,325,281,$560 ,$681 ,$843 ,"$1,078 ","$1,157 ","23,491",,
Illinois,Sangamon County,164603,631,548,$503 ,$559 ,$735 ,$909 ,"$1,176 ","194,672",,
Illinois,Schuyler County,99484,381,330,$503 ,$564 ,$735 ,$909 ,"$1,238 ","6,768",,
Illinois,Scott County,102471,393,340,$503 ,$618 ,$735 ,"$1,044 ","$1,227 ","4,951",,
Illinois,Shelby County,110857,425,368,$689 ,$745 ,$947 ,"$1,230 ","$1,449 ","21,634",,
Illinois,Stark County,98835,379,334,$592 ,$641 ,$815 ,"$1,059 ","$1,106 ","5,342",,
Illinois,Stephenson County,112351,431,373,$501 ,$559 ,$735 ,$948 ,"$1,174 ","44,498",,
Illinois,Tazewell County,161381,619,546,$592 ,$641 ,$815 ,"$1,059 ","$1,106 ","131,803",,
Illinois,Union County,126251,484,419,$488 ,$568 ,$735 ,"$1,013 ","$1,258 ","16,653",,
Illinois,Vermilion County,94369,362,305,$597 ,$610 ,$802 ,"$1,038 ","$1,088 ","75,758",,
Illinois,Wabash County,95119,365,316,$510 ,$583 ,$767 ,"$1,011 ","$1,079 ","11,520",,
Illinois,Warren County,96383,369,320,$488 ,$602 ,$735 ,"$1,044 ","$1,056 ","16,844",,
Illinois,Washington County,130386,500,433,$604 ,$608 ,$800 ,$989 ,"$1,126 ","13,887",,
Illinois,Wayne County,99255,380,329,$503 ,$559 ,$735 ,$916 ,$997 ,"16,215",,
Illinois,White County,82138,315,273,$488 ,$609 ,$735 ,$993 ,$997 ,"13,537",,
Illinois,Whiteside County,122575,470,407,$524 ,$599 ,$788 ,$974 ,"$1,069 ","55,175",,
Illinois,Will County,288340,1105,955,"$1,059 ","$1,161 ","$1,340 ","$1,697 ","$2,018 ","690,743",,
Illinois,Williamson County,136015,521,451,$631 ,$635 ,$836 ,"$1,097 ","$1,353 ","66,597",,
Illinois,Winnebago County,157079,602,495,$555 ,$635 ,$836 ,"$1,140 ","$1,214 ","282,572",,
Illinois,Woodford County,190118,729,643,$592 ,$641 ,$815 ,"$1,059 ","$1,106 ","38,459",,
Indiana,Adams County,161100,618,508,$515 ,$561 ,$738 ,"$1,006 ","$1,141 ","35,777",,
Indiana,Allen County,182926,701,567,$565 ,$665 ,$822 ,"$1,048 ","$1,151 ","379,299",,
Indiana,Bartholomew County,214475,822,691,$822 ,$825 ,$953 ,"$1,237 ","$1,408 ","83,779",,
Indiana,Benton County,115021,441,452,$734 ,$842 ,$981 ,"$1,264 ","$1,552 ","8,748",,
Indiana,Blackford County,87963,337,278,$515 ,$634 ,$738 ,$949 ,"$1,200 ","11,758",,
Indiana,Boone County,326663,1252,1025,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","67,843",,
Indiana,Brown County,242719,930,762,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","15,092",,
Indiana,Carroll County,163764,628,644,$603 ,$610 ,$802 ,$991 ,"$1,088 ","20,257",,
Indiana,Cass County,111262,427,351,$593 ,$599 ,$738 ,$979 ,"$1,001 ","37,689",,
Indiana,Clark County,200261,768,646,$690 ,$800 ,$960 ,"$1,279 ","$1,468 ","118,302",,
Indiana,Clay County,120964,464,397,$565 ,$629 ,$782 ,$976 ,"$1,232 ","26,225",,
Indiana,Clinton County,138922,533,438,$518 ,$593 ,$780 ,$964 ,"$1,058 ","32,399",,
Indiana,Crawford County,114502,439,361,$515 ,$561 ,$738 ,$912 ,"$1,001 ","10,577",,
Indiana,Daviess County,161972,621,511,$532 ,$579 ,$762 ,$961 ,"$1,033 ","33,351",,
Indiana,Dearborn County,210697,808,673,$643 ,$742 ,$968 ,"$1,302 ","$1,483 ","49,458",,
Indiana,Decatur County,167454,642,528,$598 ,$651 ,$857 ,"$1,059 ","$1,162 ","26,559",,
Indiana,DeKalb County,154870,594,489,$516 ,$562 ,$739 ,$914 ,"$1,019 ","43,475",,
Indiana,Delaware County,126562,485,404,$565 ,$598 ,$756 ,"$1,016 ","$1,094 ","114,135",,
Indiana,Dubois County,194989,747,615,$515 ,$571 ,$738 ,$992 ,"$1,263 ","42,736",,
Indiana,Elkhart County,201161,771,649,$597 ,$673 ,$865 ,"$1,107 ","$1,173 ","206,341",,
Indiana,Fayette County,102042,391,322,$505 ,$561 ,$738 ,$912 ,"$1,017 ","23,102",,
Indiana,Floyd County,229166,878,740,$690 ,$800 ,$960 ,"$1,279 ","$1,468 ","78,522",,
Indiana,Fountain County,128331,492,405,$515 ,$575 ,$738 ,$915 ,"$1,001 ","16,346",,
Indiana,Franklin County,198085,759,632,$539 ,$617 ,$812 ,"$1,070 ","$1,241 ","22,758",,
Indiana,Fulton County,129079,495,407,$515 ,$595 ,$738 ,$912 ,"$1,001 ","19,974",,
Indiana,Gibson County,142416,546,456,$619 ,$623 ,$738 ,$997 ,"$1,001 ","33,659",,
Indiana,Grant County,125217,480,395,$561 ,$595 ,$738 ,$969 ,"$1,129 ","65,769",,
Indiana,Greene County,117539,451,377,$516 ,$563 ,$738 ,$989 ,"$1,087 ","31,922",,
Indiana,Hamilton County,369079,1415,1158,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","338,011",,
Indiana,Hancock County,257152,986,807,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","78,168",,
Indiana,Harrison County,185260,710,598,$690 ,$800 ,$960 ,"$1,279 ","$1,468 ","40,515",,
Indiana,Hendricks County,277791,1065,872,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","170,311",,
Indiana,Henry County,125092,480,395,$510 ,$591 ,$738 ,$977 ,"$1,008 ","47,972",,
Indiana,Howard County,131716,505,423,$584 ,$596 ,$738 ,"$1,031 ","$1,127 ","82,544",,
Indiana,Huntington County,133564,512,421,$499 ,$609 ,$738 ,$958 ,"$1,065 ","36,520",,
Indiana,Jackson County,156116,598,493,$621 ,$629 ,$815 ,"$1,007 ","$1,107 ","44,231",,
Indiana,Jasper County,183020,702,606,$686 ,$691 ,$909 ,"$1,168 ","$1,233 ","33,562",,
Indiana,Jay County,113879,437,359,$515 ,$561 ,$738 ,$921 ,"$1,001 ","20,436",,
Indiana,Jefferson County,165585,635,523,$616 ,$620 ,$752 ,"$1,023 ","$1,242 ","32,308",,
Indiana,Jennings County,136804,524,432,$569 ,$572 ,$748 ,"$1,019 ","$1,178 ","27,735",,
Indiana,Johnson County,234868,900,737,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","158,167",,
Indiana,Knox County,120607,462,381,$569 ,$573 ,$754 ,$932 ,"$1,022 ","36,594",,
Indiana,Kosciusko County,213304,818,673,$552 ,$669 ,$791 ,$999 ,"$1,095 ","79,456",,
Indiana,LaGrange County,244079,936,770,$515 ,$561 ,$738 ,"$1,018 ","$1,060 ","39,614",,
Indiana,Lake County,186917,717,619,$637 ,$779 ,$959 ,"$1,185 ","$1,338 ","485,493",,
Indiana,LaPorte County,179049,686,567,$535 ,$629 ,$794 ,"$1,047 ","$1,139 ","109,888",,
Indiana,Lawrence County,146273,561,462,$512 ,$586 ,$771 ,$953 ,"$1,262 ","45,370",,
Indiana,Marion County,196631,754,617,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","964,582",,
Indiana,Marshall County,172811,662,545,$515 ,$608 ,$738 ,"$1,013 ","$1,263 ","46,258",,
Indiana,Martin County,145899,559,460,$515 ,$561 ,$738 ,$912 ,"$1,263 ","10,255",,
Indiana,Miami County,110515,424,349,$515 ,$611 ,$738 ,$997 ,"$1,227 ","35,516",,
Indiana,Monroe County,240377,921,772,$706 ,$803 ,$971 ,"$1,369 ","$1,662 ","148,431",,
Indiana,Montgomery County,156614,600,494,$520 ,$570 ,$745 ,"$1,010 ","$1,151 ","38,338",,
Indiana,Morgan County,216636,830,680,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","70,489",,
Indiana,Newton County,135689,520,450,$637 ,$779 ,$959 ,"$1,185 ","$1,338 ","13,984",,
Indiana,Noble County,156739,601,495,$513 ,$589 ,$772 ,$988 ,"$1,190 ","47,744",,
Indiana,Ohio County,186957,717,597,$643 ,$742 ,$968 ,"$1,302 ","$1,483 ","5,875",,
Indiana,Orange County,117990,452,372,$515 ,$571 ,$738 ,"$1,033 ","$1,188 ","19,646",,
Indiana,Owen County,141625,543,455,$578 ,$582 ,$757 ,"$1,075 ","$1,296 ","20,799",,
Indiana,Parke County,110764,425,350,$552 ,$583 ,$767 ,$948 ,"$1,040 ","16,937",,
Indiana,Perry County,138922,533,438,$515 ,$563 ,$738 ,"$1,004 ","$1,263 ","19,169",,
Indiana,Pike County,116370,446,367,$515 ,$639 ,$738 ,"$1,031 ","$1,035 ","12,389",,
Indiana,Porter County,237112,909,786,$637 ,$779 ,$959 ,"$1,185 ","$1,338 ","170,389",,
Indiana,Posey County,176886,678,566,$621 ,$706 ,$880 ,"$1,153 ","$1,326 ","25,427",,
Indiana,Pulaski County,127958,491,404,$515 ,$605 ,$738 ,$913 ,"$1,197 ","12,353",,
Indiana,Putnam County,163078,625,512,$589 ,$600 ,$769 ,"$1,092 ","$1,197 ","37,576",,
Indiana,Randolph County,101170,388,319,$515 ,$561 ,$738 ,$960 ,"$1,045 ","24,665",,
Indiana,Ripley County,189507,726,598,$497 ,$563 ,$741 ,$969 ,"$1,041 ","28,324",,
Indiana,Rush County,140292,538,443,$499 ,$565 ,$743 ,$918 ,"$1,008 ","16,581",,
Indiana,St. Joseph County,170508,654,546,$573 ,$624 ,$821 ,"$1,015 ","$1,113 ","271,826",,
Indiana,Scott County,128331,492,405,$677 ,$782 ,$939 ,"$1,231 ","$1,456 ","23,873",,
Indiana,Shelby County,168649,646,529,$490 ,$561 ,$738 ,$962 ,"$1,211 ","44,729",,
Indiana,Spencer County,159106,610,502,$708 ,$823 ,$981 ,"$1,252 ","$1,330 ","20,277",,
Indiana,Starke County,143906,552,454,$515 ,$577 ,$738 ,$976 ,"$1,001 ","22,995",,
Indiana,Steuben County,185395,711,585,$579 ,$626 ,$824 ,"$1,019 ","$1,117 ","34,594",,
Indiana,Sullivan County,102593,393,336,$555 ,$586 ,$771 ,$953 ,"$1,230 ","20,669",,
Indiana,Switzerland County,145027,556,458,$515 ,$563 ,$738 ,"$1,048 ","$1,234 ","10,751",,
Indiana,Tippecanoe County,199328,764,783,$734 ,$842 ,$981 ,"$1,264 ","$1,552 ","195,732",,
Indiana,Tipton County,139154,533,447,$574 ,$625 ,$823 ,"$1,017 ","$1,116 ","15,148",,
Indiana,Union County,144902,555,457,$524 ,$606 ,$788 ,"$1,045 ","$1,181 ","7,054",,
Indiana,Vanderburgh County,167440,642,536,$621 ,$706 ,$880 ,"$1,153 ","$1,326 ","181,451",,
Indiana,Vermillion County,95077,364,312,$565 ,$629 ,$782 ,$976 ,"$1,232 ","15,498",,
Indiana,Vigo County,139216,534,457,$565 ,$629 ,$782 ,$976 ,"$1,232 ","107,038",,
Indiana,Wabash County,125217,480,395,$523 ,$569 ,$749 ,$926 ,"$1,016 ","30,996",,
Indiana,Warren County,152129,583,480,$591 ,$597 ,$786 ,"$1,117 ","$1,345 ","8,265",,
Indiana,Warrick County,206326,791,660,$621 ,$706 ,$880 ,"$1,153 ","$1,326 ","62,998",,
Indiana,Washington County,144037,552,465,$541 ,$573 ,$754 ,"$1,019 ","$1,022 ","28,036",,
Indiana,Wayne County,127210,488,401,$490 ,$562 ,$738 ,$928 ,"$1,041 ","65,884",,
Indiana,Wells County,163455,627,506,$516 ,$569 ,$739 ,$914 ,"$1,038 ","28,296",,
Indiana,White County,141414,542,446,$530 ,$577 ,$759 ,"$1,012 ","$1,029 ","24,102",,
Indiana,Whitley County,183310,703,568,$565 ,$665 ,$822 ,"$1,048 ","$1,151 ","33,964",,
Iowa,Adair County,122480,470,402,$534 ,$562 ,$739 ,"$1,020 ","$1,024 ","7,152",,
Iowa,Adams County,102457,393,337,$604 ,$635 ,$835 ,"$1,032 ","$1,132 ","3,602",,
Iowa,Allamakee County,152690,585,502,$534 ,$562 ,$739 ,$944 ,"$1,005 ","13,687",,
Iowa,Appanoose County,95314,365,313,$534 ,$562 ,$739 ,$941 ,"$1,100 ","12,426",,
Iowa,Audubon County,93090,357,306,$534 ,$562 ,$739 ,$914 ,"$1,002 ","5,496",,
Iowa,Benton County,183296,703,605,$558 ,$562 ,$739 ,"$1,001 ","$1,099 ","25,645",,
Iowa,Black Hawk County,177698,681,608,$611 ,$707 ,$889 ,"$1,178 ","$1,499 ","131,228",,
Iowa,Boone County,155383,596,511,$616 ,$620 ,$810 ,"$1,069 ","$1,344 ","26,234",,
Iowa,Bremer County,185419,711,634,$585 ,$609 ,$801 ,$994 ,"$1,086 ","25,062",,
Iowa,Buchanan County,166859,640,548,$564 ,$606 ,$798 ,$987 ,"$1,082 ","21,175",,
Iowa,Buena Vista County,135360,519,445,$546 ,$592 ,$755 ,"$1,010 ","$1,053 ","19,620",,
Iowa,Butler County,136648,524,449,$534 ,$565 ,$739 ,"$1,004 ","$1,031 ","14,439",,
Iowa,Calhoun County,96017,368,315,$534 ,$643 ,$739 ,$914 ,"$1,002 ","9,668",,
Iowa,Carroll County,162643,623,534,$534 ,$562 ,$739 ,$998 ,"$1,002 ","20,165",,
Iowa,Cass County,119553,458,393,$534 ,$647 ,$739 ,$944 ,"$1,059 ","12,836",,
Iowa,Cedar County,182666,700,600,$592 ,$622 ,$819 ,"$1,037 ","$1,111 ","18,627",,
