State,County Name,"Median
Home Price
Q4 2021","Monthly
Payment
Q4 2021","Monthly
Payment
Q4 2020",Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,Population,,
Montana,Cascade County,239749,919,737,$638 ,$652 ,$849 ,"$1,190 ","$1,393 ","81,366",,
Montana,Chouteau County,195565,750,575,$557 ,$600 ,$789 ,$975 ,"$1,070 ","5,635",,
Montana,Custer County,232712,892,684,$595 ,$646 ,$842 ,"$1,196 ","$1,247 ","11,402",,
Montana,Daniels County,172758,662,508,$535 ,$575 ,$757 ,"$1,075 ","$1,183 ","1,690",,
Montana,Dawson County,219328,841,644,$650 ,$807 ,$920 ,"$1,137 ","$1,248 ","8,613",,
Montana,Deer Lodge County,179314,687,527,$535 ,$660 ,$757 ,"$1,047 ","$1,148 ","9,140",,
Montana,Fallon County,231892,889,681,$610 ,$657 ,$864 ,"$1,068 ","$1,350 ","2,846",,
Montana,Fergus County,195292,749,574,$587 ,$632 ,$831 ,"$1,027 ","$1,422 ","11,050",,
Montana,Flathead County,418581,1605,1230,$611 ,$699 ,$920 ,"$1,307 ","$1,568 ","103,806",,
Montana,Gallatin County,565664,2168,1662,$754 ,$825 ,"$1,078 ","$1,531 ","$1,845 ","114,434",,
Montana,Garfield County,169481,650,498,$535 ,$575 ,$757 ,"$1,032 ","$1,183 ","1,258",,
Montana,Glacier County,147084,564,432,$566 ,$640 ,$757 ,$969 ,"$1,122 ","13,753",,
Montana,Golden Valley County,144899,555,426,$549 ,$591 ,$778 ,"$1,105 ","$1,215 ",821,,
Montana,Granite County,305912,1173,899,$535 ,$597 ,$757 ,"$1,012 ","$1,183 ","3,379",,
Montana,Hill County,196112,752,576,$612 ,$620 ,$767 ,"$1,052 ","$1,113 ","16,484",,
Montana,Jefferson County,386078,1480,1134,$617 ,$664 ,$874 ,"$1,152 ","$1,381 ","12,221",,
Montana,Judith Basin County,188737,723,555,$535 ,$575 ,$757 ,$936 ,"$1,183 ","2,007",,
Montana,Lake County,345654,1325,1016,$534 ,$637 ,$804 ,"$1,001 ","$1,090 ","30,458",,
Montana,Lewis and Clark County,381707,1463,1122,$618 ,$736 ,$923 ,"$1,206 ","$1,415 ","69,432",,
Montana,Liberty County,138070,529,406,$567 ,$664 ,$757 ,"$1,032 ","$1,183 ","2,337",,
Montana,Lincoln County,270678,1038,795,$535 ,$644 ,$757 ,"$1,075 ","$1,220 ","19,980",,
Montana,Madison County,377610,1448,1109,$779 ,$793 ,$903 ,"$1,116 ","$1,411 ","8,600",,
Montana,McCone County,156780,601,461,$535 ,$575 ,$757 ,"$1,032 ","$1,183 ","1,664",,
Montana,Meagher County,210451,807,618,$535 ,$575 ,$757 ,$956 ,"$1,183 ","1,862",,
Montana,Mineral County,231073,886,679,$535 ,$633 ,$757 ,"$1,075 ","$1,140 ","4,397",,
Montana,Missoula County,428474,1643,1242,$717 ,$813 ,"$1,020 ","$1,440 ","$1,746 ","119,600",,
Montana,Musselshell County,235853,904,693,$573 ,$655 ,$862 ,"$1,130 ","$1,355 ","4,633",,
Montana,Park County,370509,1420,1089,$723 ,$727 ,$957 ,"$1,317 ","$1,395 ","16,606",,
Montana,Petroleum County,247598,949,727,$610 ,$657 ,$864 ,"$1,178 ","$1,350 ",487,,
Montana,Phillips County,176446,676,518,$535 ,$575 ,$757 ,"$1,009 ","$1,183 ","3,954",,
Montana,Pondera County,180133,691,529,$535 ,$664 ,$757 ,"$1,075 ","$1,296 ","5,911",,
Montana,Powder River County,194746,747,572,$535 ,$575 ,$757 ,"$1,075 ","$1,183 ","1,682",,
Montana,Powell County,195429,749,574,$535 ,$575 ,$757 ,$970 ,"$1,296 ","6,890",,
Montana,Prairie County,154185,591,453,$610 ,$657 ,$864 ,"$1,178 ","$1,350 ","1,077",,
Montana,Ravalli County,381434,1462,1121,$566 ,$609 ,$801 ,"$1,126 ","$1,371 ","43,806",,
Montana,Richland County,314243,1205,923,$628 ,$676 ,$890 ,"$1,157 ","$1,280 ","10,803",,
Montana,Roosevelt County,153502,588,451,$590 ,$594 ,$782 ,$967 ,"$1,336 ","11,004",,
Montana,Rosebud County,156917,602,461,$535 ,$643 ,$757 ,"$1,017 ","$1,266 ","8,937",,
Montana,Sanders County,311648,1195,916,$562 ,$575 ,$757 ,"$1,075 ","$1,198 ","12,113",,
Montana,Sheridan County,174124,667,512,$576 ,$716 ,$816 ,"$1,078 ","$1,107 ","3,309",,
Montana,Silver Bow County,204579,784,601,$581 ,$663 ,$829 ,"$1,025 ","$1,240 ","34,915",,
Montana,Stillwater County,348931,1338,1025,$574 ,$649 ,$854 ,"$1,213 ","$1,446 ","9,642",,
Montana,Sweet Grass County,348385,1335,1024,$552 ,$617 ,$782 ,"$1,111 ","$1,222 ","3,737",,
Montana,Teton County,235853,904,693,$535 ,$592 ,$757 ,"$1,053 ","$1,296 ","6,147",,
Montana,Toole County,188327,722,553,$535 ,$620 ,$757 ,"$1,075 ","$1,183 ","4,736",,
Montana,Treasure County,161423,619,474,$610 ,$657 ,$864 ,"$1,178 ","$1,350 ",696,,
Montana,Valley County,206764,793,608,$535 ,$575 ,$757 ,$999 ,"$1,027 ","7,396",,
Montana,Wheatland County,130286,499,383,$535 ,$575 ,$757 ,$936 ,"$1,183 ","2,126",,
Montana,Wibaux County,155005,594,455,$610 ,$657 ,$864 ,"$1,178 ","$1,350 ",969,,
Montana,Yellowstone County,306672,1176,945,$646 ,$730 ,$960 ,"$1,315 ","$1,543 ","161,300",,
Nebraska,Adams County,153245,587,498,$511 ,$597 ,$764 ,"$1,026 ","$1,205 ","31,363",,
Nebraska,Antelope County,97790,375,318,$507 ,$575 ,$757 ,$936 ,"$1,115 ","6,298",,
Nebraska,Arthur County,132732,509,431,$507 ,$575 ,$757 ,$975 ,"$1,037 ",463,,
Nebraska,Banner County,166840,640,542,$507 ,$575 ,$757 ,$975 ,"$1,037 ",745,,
Nebraska,Blaine County,90277,346,293,$507 ,$575 ,$757 ,$975 ,"$1,037 ",465,,
Nebraska,Boone County,141200,541,459,$507 ,$575 ,$757 ,$991 ,"$1,296 ","5,192",,
Nebraska,Box Butte County,135475,519,440,$507 ,$575 ,$757 ,$936 ,"$1,027 ","10,783",,
Nebraska,Boyd County,87057,334,283,$507 ,$664 ,$757 ,"$1,033 ","$1,037 ","1,919",,
Nebraska,Brown County,95047,364,309,$507 ,$575 ,$757 ,$936 ,"$1,103 ","2,955",,
Nebraska,Buffalo County,208460,799,677,$555 ,$635 ,$836 ,"$1,140 ","$1,431 ","49,659",,
Nebraska,Burt County,119734,459,389,$507 ,$575 ,$757 ,$936 ,"$1,060 ","6,459",,
Nebraska,Butler County,139888,536,454,$515 ,$597 ,$770 ,$952 ,"$1,049 ","8,016",,
Nebraska,Cass County,211912,812,678,$698 ,$794 ,$974 ,"$1,305 ","$1,457 ","26,248",,
Nebraska,Cedar County,144658,555,470,$507 ,$575 ,$757 ,$983 ,"$1,055 ","8,402",,
Nebraska,Chase County,158969,609,516,$507 ,$664 ,$757 ,$981 ,"$1,037 ","3,924",,
Nebraska,Cherry County,138338,530,449,$521 ,$591 ,$778 ,$962 ,"$1,066 ","5,689",,
Nebraska,Cheyenne County,122834,471,399,$514 ,$600 ,$768 ,"$1,091 ","$1,149 ","8,910",,
Nebraska,Clay County,108881,417,354,$507 ,$652 ,$757 ,$936 ,"$1,108 ","6,203",,
Nebraska,Colfax County,120568,462,392,$507 ,$576 ,$757 ,$936 ,"$1,027 ","10,709",,
Nebraska,Cuming County,145731,559,473,$507 ,$635 ,$757 ,$984 ,"$1,027 ","8,846",,
Nebraska,Custer County,128916,494,419,$507 ,$575 ,$757 ,$936 ,"$1,027 ","10,777",,
Nebraska,Dakota County,143534,550,466,$578 ,$661 ,$870 ,"$1,075 ","$1,180 ","20,026",,
Nebraska,Dawes County,149309,572,485,$507 ,$584 ,$757 ,$973 ,"$1,037 ","8,589",,
Nebraska,Dawson County,122357,469,397,$522 ,$616 ,$780 ,$977 ,"$1,106 ","23,595",,
Nebraska,Deuel County,104111,399,338,$507 ,$575 ,$757 ,$936 ,"$1,027 ","1,794",,
Nebraska,Dixon County,113651,436,369,$578 ,$661 ,$870 ,"$1,075 ","$1,180 ","5,636",,
Nebraska,Dodge County,155272,595,504,$564 ,$640 ,$842 ,"$1,041 ","$1,142 ","36,565",,
Nebraska,Douglas County,231908,889,742,$698 ,$794 ,$974 ,"$1,305 ","$1,457 ","571,327",,
Nebraska,Dundy County,90516,347,294,$507 ,$575 ,$757 ,$936 ,"$1,037 ","1,693",,
Nebraska,Fillmore County,95524,366,310,$507 ,$652 ,$757 ,$936 ,"$1,027 ","5,462",,
Nebraska,Franklin County,85030,326,276,$507 ,$575 ,$757 ,$936 ,"$1,189 ","2,979",,
Nebraska,Frontier County,120688,463,392,$507 ,$575 ,$757 ,$944 ,"$1,027 ","2,627",,
Nebraska,Furnas County,87057,334,283,$507 ,$588 ,$757 ,$936 ,"$1,027 ","4,676",,
Nebraska,Gage County,138576,531,450,$507 ,$575 ,$757 ,$936 ,"$1,139 ","21,513",,
Nebraska,Garden County,97552,374,317,$507 ,$575 ,$757 ,$975 ,"$1,037 ","1,837",,
Nebraska,Garfield County,125339,480,407,$507 ,$620 ,$757 ,"$1,033 ","$1,037 ","1,969",,
Nebraska,Gosper County,151456,581,492,$507 ,$580 ,$757 ,$978 ,"$1,027 ","1,990",,
Nebraska,Grant County,69527,267,226,$507 ,$575 ,$757 ,$975 ,"$1,037 ",623,,
Nebraska,Greeley County,86699,332,282,$507 ,$575 ,$757 ,$936 ,"$1,027 ","2,356",,
Nebraska,Hall County,174114,667,565,$559 ,$611 ,$766 ,"$1,018 ","$1,046 ","61,353",,
Nebraska,Hamilton County,184013,705,598,$507 ,$575 ,$757 ,$991 ,"$1,264 ","9,324",,
Nebraska,Harlan County,122476,469,398,$507 ,$575 ,$757 ,$936 ,"$1,027 ","3,380",,
Nebraska,Hayes County,96479,370,313,$507 ,$575 ,$757 ,$975 ,"$1,037 ",922,,
Nebraska,Hitchcock County,79544,305,258,$507 ,$622 ,$757 ,$978 ,"$1,027 ","2,762",,
Nebraska,Holt County,136072,522,442,$507 ,$664 ,$757 ,$936 ,"$1,296 ","10,067",,
Nebraska,Hooker County,109954,421,357,$507 ,$575 ,$757 ,$975 ,"$1,037 ",682,,
Nebraska,Howard County,177454,680,576,$552 ,$575 ,$757 ,$936 ,"$1,027 ","6,445",,
Nebraska,Jefferson County,100175,384,325,$507 ,$575 ,$757 ,$956 ,"$1,027 ","7,046",,
Nebraska,Johnson County,112578,432,366,$507 ,$575 ,$757 ,$936 ,"$1,072 ","5,071",,
Nebraska,Kearney County,178527,684,580,$509 ,$667 ,$760 ,$939 ,"$1,031 ","6,495",,
Nebraska,Keith County,153006,587,497,$507 ,$575 ,$757 ,$967 ,"$1,236 ","8,034",,
Nebraska,Keya Paha County,93139,357,302,$507 ,$575 ,$757 ,$936 ,"$1,037 ",806,,
Nebraska,Kimball County,98506,378,320,$507 ,$664 ,$757 ,$978 ,"$1,296 ","3,632",,
Nebraska,Knox County,114367,438,371,$507 ,$575 ,$757 ,$999 ,"$1,127 ","8,332",,
Nebraska,Lancaster County,237797,912,767,$624 ,$689 ,$888 ,"$1,237 ","$1,440 ","319,090",,
Nebraska,Lincoln County,166244,637,540,$573 ,$577 ,$759 ,"$1,078 ","$1,092 ","34,914",,
Nebraska,Logan County,131540,504,427,$507 ,$575 ,$757 ,"$1,033 ","$1,037 ",748,,
Nebraska,Loup County,134164,514,436,$507 ,$575 ,$757 ,$975 ,"$1,037 ",664,,
Nebraska,Madison County,174592,669,567,$520 ,$594 ,$782 ,"$1,057 ","$1,060 ","35,099",,
Nebraska,McPherson County,122476,469,398,$507 ,$575 ,$757 ,$975 ,"$1,037 ",494,,
Nebraska,Merrick County,137622,528,447,$552 ,$575 ,$757 ,"$1,023 ","$1,027 ","7,755",,
Nebraska,Morrill County,114009,437,370,$537 ,$610 ,$802 ,$991 ,"$1,099 ","4,642",,
Nebraska,Nance County,93378,358,303,$507 ,$593 ,$757 ,"$1,033 ","$1,037 ","3,519",,
Nebraska,Nemaha County,126770,486,412,$507 ,$589 ,$757 ,"$1,075 ","$1,088 ","6,972",,
Nebraska,Nuckolls County,81452,312,265,$507 ,$617 ,$757 ,"$1,075 ","$1,233 ","4,148",,
Nebraska,Otoe County,171610,658,557,$507 ,$613 ,$757 ,$936 ,"$1,091 ","16,012",,
Nebraska,Pawnee County,84791,325,275,$507 ,$575 ,$757 ,$936 ,"$1,037 ","2,613",,
Nebraska,Perkins County,141200,541,459,$507 ,$664 ,$757 ,"$1,022 ","$1,296 ","2,891",,
Nebraska,Phelps County,159804,613,519,$507 ,$664 ,$757 ,"$1,075 ","$1,221 ","9,034",,
Nebraska,Pierce County,158253,607,514,$507 ,$639 ,$757 ,$982 ,"$1,076 ","7,148",,
Nebraska,Platte County,178527,684,580,$536 ,$634 ,$807 ,"$1,090 ","$1,094 ","33,470",,
Nebraska,Polk County,127962,491,416,$507 ,$584 ,$757 ,"$1,008 ","$1,030 ","5,213",,
Nebraska,Red Willow County,129990,498,422,$507 ,$593 ,$757 ,$936 ,"$1,027 ","10,724",,
Nebraska,Richardson County,82525,316,268,$507 ,$575 ,$757 ,$936 ,"$1,027 ","7,865",,
Nebraska,Rock County,114725,440,373,$507 ,$575 ,$757 ,"$1,033 ","$1,037 ","1,357",,
Nebraska,Saline County,118422,454,385,$531 ,$616 ,$793 ,"$1,071 ","$1,125 ","14,224",,
Nebraska,Sarpy County,268121,1028,858,$698 ,$794 ,$974 ,"$1,305 ","$1,457 ","187,196",,
Nebraska,Saunders County,201914,774,646,$553 ,$599 ,$768 ,$988 ,"$1,235 ","21,578",,
Nebraska,Scotts Bluff County,152768,586,496,$610 ,$614 ,$787 ,"$1,113 ","$1,347 ","35,618",,
Nebraska,Seward County,202519,776,653,$503 ,$598 ,$757 ,"$1,034 ","$1,296 ","17,284",,
Nebraska,Sheridan County,86222,331,280,$507 ,$664 ,$757 ,"$1,005 ","$1,227 ","5,246",,
Nebraska,Sherman County,105781,405,344,$507 ,$575 ,$757 ,"$1,023 ","$1,027 ","3,001",,
Nebraska,Sioux County,140365,538,456,$507 ,$575 ,$757 ,$975 ,"$1,296 ","1,166",,
Nebraska,Stanton County,142512,546,463,$656 ,$745 ,$980 ,"$1,211 ","$1,329 ","5,920",,
Nebraska,Thayer County,85149,326,277,$507 ,$627 ,$757 ,"$1,005 ","$1,044 ","5,003",,
Nebraska,Thomas County,142273,545,462,$542 ,$616 ,$810 ,"$1,043 ","$1,110 ",722,,
Nebraska,Thurston County,95167,365,309,$507 ,$575 ,$757 ,$936 ,"$1,027 ","7,224",,
Nebraska,Valley County,131659,505,428,$507 ,$575 ,$757 ,$936 ,"$1,093 ","4,158",,
Nebraska,Washington County,239102,917,765,$698 ,$794 ,$974 ,"$1,305 ","$1,457 ","20,729",,
Nebraska,Wayne County,163620,627,531,$520 ,$591 ,$777 ,$960 ,"$1,065 ","9,385",,
Nebraska,Webster County,93497,358,304,$507 ,$575 ,$757 ,"$1,023 ","$1,027 ","3,487",,
Nebraska,Wheeler County,116633,447,379,$507 ,$575 ,$757 ,$975 ,"$1,037 ",783,,
Nebraska,York County,161235,618,524,$527 ,$633 ,$788 ,$974 ,"$1,249 ","13,679",,
Nevada,Churchill County,248180,951,754,$633 ,$750 ,$953 ,"$1,354 ","$1,631 ","24,909",,
Nevada,Clark County,408143,1565,1221,$848 ,"$1,005 ","$1,216 ","$1,727 ","$2,081 ","2,266,715",,
Nevada,Douglas County,490917,1882,1492,$853 ,$986 ,"$1,188 ","$1,688 ","$1,792 ","48,905",,
Nevada,Elko County,275396,1056,837,$785 ,$911 ,"$1,182 ","$1,626 ","$1,679 ","52,778",,
Nevada,Esmeralda County,84239,323,256,$520 ,$594 ,$782 ,"$1,093 ","$1,251 ",873,,
Nevada,Eureka County,155647,597,473,$700 ,$800 ,"$1,053 ","$1,472 ","$1,684 ","2,029",,
Nevada,Humboldt County,234054,897,711,$717 ,$832 ,"$1,079 ","$1,334 ","$1,463 ","16,831",,
Nevada,Lander County,233147,894,708,$720 ,$824 ,"$1,084 ","$1,390 ","$1,734 ","5,532",,
Nevada,Lincoln County,182604,700,555,$577 ,$660 ,$868 ,"$1,213 ","$1,388 ","5,183",,
Nevada,Lyon County,278506,1068,846,$776 ,$798 ,$994 ,"$1,412 ","$1,701 ","57,510",,
Nevada,Mineral County,128172,491,389,$674 ,$771 ,"$1,014 ","$1,253 ","$1,622 ","4,505",,
Nevada,Nye County,211634,811,643,$652 ,$746 ,$982 ,"$1,272 ","$1,415 ","46,523",,
Nevada,Pershing County,146446,561,445,$581 ,$664 ,$874 ,"$1,080 ","$1,398 ","6,725",,
Nevada,Storey County,321759,1233,951,$926 ,"$1,108 ","$1,394 ","$1,980 ","$2,386 ","4,123",,
Nevada,Washoe County,512516,1965,1514,$926 ,"$1,108 ","$1,394 ","$1,980 ","$2,386 ","471,519",,
Nevada,White Pine County,199711,766,607,$662 ,$758 ,$997 ,"$1,264 ","$1,595 ","9,580",,
New Hampshire,Belknap County,297494,1140,910,$793 ,$884 ,"$1,128 ","$1,550 ","$1,556 ","61,303",,
New Hampshire,Carroll County,318903,1222,975,$713 ,$871 ,"$1,073 ","$1,429 ","$1,787 ","48,910",,
New Hampshire,Cheshire County,269781,1034,825,$816 ,$862 ,"$1,122 ","$1,594 ","$1,805 ","76,085",,
New Hampshire,Coos County,168120,644,514,$591 ,$740 ,$862 ,"$1,100 ","$1,331 ","31,563",,
New Hampshire,Grafton County,288957,1108,884,$772 ,$893 ,"$1,162 ","$1,478 ","$1,963 ","89,886",,
New Hampshire,Hillsborough County,374396,1435,1181,"$1,082 ","$1,237 ","$1,628 ","$2,087 ","$2,208 ","417,025",,
New Hampshire,Merrimack County,331381,1270,1014,$857 ,$941 ,"$1,237 ","$1,596 ","$1,677 ","151,391",,
New Hampshire,Rockingham County,436131,1672,1405,"$1,040 ","$1,219 ","$1,565 ","$1,935 ","$2,122 ","309,769",,
New Hampshire,Strafford County,315999,1211,1018,$977 ,"$1,092 ","$1,399 ","$1,871 ","$2,295 ","130,633",,
New Hampshire,Sullivan County,228013,874,697,$807 ,$871 ,"$1,146 ","$1,417 ","$1,735 ","43,146",,
New Jersey,Atlantic County,277922,1065,852,$946 ,"$1,107 ","$1,407 ","$1,972 ","$2,183 ","263,670",,
New Jersey,Bergen County,554875,2127,1833,"$1,237 ","$1,481 ","$1,736 ","$2,159 ","$2,691 ","932,202",,
New Jersey,Burlington County,313883,1203,1024,$940 ,"$1,071 ","$1,298 ","$1,605 ","$1,837 ","445,349",,
New Jersey,Camden County,247015,947,806,$940 ,"$1,071 ","$1,298 ","$1,605 ","$1,837 ","506,471",,
New Jersey,Cape May County,427905,1640,1274,$973 ,"$1,113 ","$1,465 ","$1,816 ","$1,987 ","92,039",,
New Jersey,Cumberland County,215161,825,664,$970 ,"$1,061 ","$1,377 ","$1,813 ","$2,025 ","149,527",,
New Jersey,Essex County,463534,1777,1531,"$1,017 ","$1,223 ","$1,479 ","$1,887 ","$2,249 ","798,975",,
New Jersey,Gloucester County,266513,1022,869,$940 ,"$1,071 ","$1,298 ","$1,605 ","$1,837 ","291,636",,
New Jersey,Hudson County,488077,1871,1612,"$1,610 ","$1,711 ","$1,972 ","$2,438 ","$2,674 ","672,391",,
New Jersey,Hunterdon County,490393,1880,1620,"$1,275 ","$1,455 ","$1,851 ","$2,288 ","$2,547 ","124,371",,
New Jersey,Mercer County,353155,1354,1129,"$1,072 ","$1,226 ","$1,613 ","$1,994 ","$2,187 ","367,430",,
New Jersey,Middlesex County,415606,1593,1373,"$1,275 ","$1,455 ","$1,851 ","$2,288 ","$2,547 ","825,062",,
New Jersey,Monmouth County,515167,1975,1702,"$1,092 ","$1,230 ","$1,558 ","$2,142 ","$2,374 ","618,795",,
New Jersey,Morris County,556843,2135,1839,"$1,017 ","$1,223 ","$1,479 ","$1,887 ","$2,249 ","491,845",,
New Jersey,Ocean County,338158,1296,1117,"$1,092 ","$1,230 ","$1,558 ","$2,142 ","$2,374 ","607,186",,
New Jersey,Passaic County,416880,1598,1377,"$1,237 ","$1,481 ","$1,736 ","$2,159 ","$2,691 ","501,826",,
New Jersey,Salem County,219861,843,717,$940 ,"$1,071 ","$1,298 ","$1,605 ","$1,837 ","62,385",,
New Jersey,Somerset County,510305,1956,1686,"$1,275 ","$1,455 ","$1,851 ","$2,288 ","$2,547 ","328,934",,
New Jersey,Sussex County,323687,1241,1069,"$1,017 ","$1,223 ","$1,479 ","$1,887 ","$2,249 ","140,488",,
New Jersey,Union County,440034,1687,1453,"$1,017 ","$1,223 ","$1,479 ","$1,887 ","$2,249 ","556,341",,
New Jersey,Warren County,330118,1265,1039,$988 ,"$1,113 ","$1,365 ","$1,687 ","$1,868 ","105,267",,
New Mexico,Bernalillo County,269035,1031,839,$666 ,$821 ,$996 ,"$1,415 ","$1,705 ","679,121",,
New Mexico,Catron County,207594,796,686,$550 ,$579 ,$726 ,"$1,031 ","$1,240 ","3,527",,
New Mexico,Chaves County,117644,451,389,$613 ,$618 ,$814 ,"$1,051 ","$1,169 ","64,615",,
New Mexico,Cibola County,99891,383,330,$593 ,$597 ,$726 ,$897 ,$985 ,"26,675",,
New Mexico,Colfax County,124036,475,410,$550 ,$560 ,$726 ,$897 ,"$1,012 ","11,941",,
New Mexico,Curry County,147943,567,489,$550 ,$633 ,$834 ,"$1,120 ","$1,378 ","48,954",,
New Mexico,De Baca County,125811,482,416,$588 ,$598 ,$752 ,"$1,023 ","$1,271 ","1,748",,
New Mexico,Doña Ana County,200551,769,619,$635 ,$649 ,$787 ,"$1,118 ","$1,315 ","218,195",,
New Mexico,Eddy County,184515,707,610,$758 ,$763 ,$924 ,"$1,322 ","$1,599 ","58,460",,
New Mexico,Grant County,148061,568,489,$567 ,$616 ,$726 ,$990 ,"$1,192 ","26,998",,
New Mexico,Guadalupe County,100601,386,332,$550 ,$618 ,$726 ,"$1,031 ","$1,240 ","4,300",,
New Mexico,Harding County,121195,465,400,$550 ,$579 ,$726 ,"$1,031 ","$1,240 ",625,,
New Mexico,Hidalgo County,101785,390,336,$550 ,$579 ,$726 ,$897 ,"$1,243 ","4,198",,
New Mexico,Lea County,175046,671,578,$675 ,$707 ,$930 ,"$1,205 ","$1,357 ","71,070",,
New Mexico,Lincoln County,229489,880,758,$610 ,$627 ,$779 ,$994 ,"$1,311 ","19,572",,
New Mexico,Los Alamos County,358377,1374,1184,$774 ,$850 ,"$1,068 ","$1,449 ","$1,842 ","19,369",,
New Mexico,Luna County,102850,394,340,$482 ,$552 ,$726 ,$974 ,"$1,243 ","23,709",,
New Mexico,McKinley County,67935,260,224,$608 ,$612 ,$726 ,$967 ,$985 ,"71,367",,
New Mexico,Mora County,132912,510,439,$588 ,$598 ,$752 ,"$1,023 ","$1,271 ","4,521",,
New Mexico,Otero County,140960,540,466,$545 ,$637 ,$726 ,"$1,031 ","$1,243 ","67,490",,
New Mexico,Quay County,86044,330,284,$550 ,$620 ,$726 ,$955 ,"$1,240 ","8,253",,
New Mexico,Rio Arriba County,198007,759,654,$626 ,$637 ,$726 ,$897 ,$985 ,"38,921",,
New Mexico,Roosevelt County,139895,536,462,$597 ,$598 ,$787 ,"$1,048 ","$1,251 ","18,500",,
New Mexico,Sandoval County,277964,1066,867,$724 ,$734 ,$850 ,"$1,133 ","$1,317 ","146,748",,
New Mexico,San Juan County,185068,709,602,$626 ,$637 ,$726 ,$967 ,$985 ,"123,958",,
New Mexico,San Miguel County,159779,612,528,$666 ,$821 ,$996 ,"$1,415 ","$1,705 ","27,277",,
New Mexico,Santa Fe County,392987,1506,1231,$842 ,$975 ,"$1,113 ","$1,419 ","$1,729 ","150,358",,
New Mexico,Sierra County,138948,533,459,$482 ,$552 ,$726 ,$981 ,$985 ,"10,791",,
New Mexico,Socorro County,146878,563,485,$550 ,$552 ,$726 ,"$1,031 ","$1,243 ","16,637",,
New Mexico,Taos County,283459,1087,937,$700 ,$704 ,$836 ,"$1,033 ","$1,434 ","32,723",,
New Mexico,Torrance County,145807,559,455,$666 ,$821 ,$996 ,"$1,415 ","$1,705 ","15,461",,
New Mexico,Union County,104152,399,344,$550 ,$552 ,$726 ,$953 ,"$1,122 ","4,059",,
New Mexico,Valencia County,205252,787,640,$666 ,$821 ,$996 ,"$1,415 ","$1,705 ","76,688",,
New York,Albany County,281394,1079,920,$890 ,$991 ,"$1,207 ","$1,492 ","$1,637 ","305,506",,
New York,Allegany County,95435,366,306,$569 ,$613 ,$757 ,$969 ,"$1,119 ","46,091",,
New York,Bronx County,540520,2072,1785,"$2,018 ","$2,054 ","$2,340 ","$2,952 ","$3,173 ","1,418,207",,
New York,Broome County,147718,566,478,$634 ,$668 ,$855 ,"$1,136 ","$1,255 ","190,488",,
New York,Cattaraugus County,117046,449,375,$614 ,$618 ,$757 ,"$1,021 ","$1,102 ","76,117",,
New York,Cayuga County,165388,634,530,$633 ,$677 ,$846 ,"$1,072 ","$1,199 ","76,576",,
New York,Chautauqua County,118669,455,380,$518 ,$613 ,$757 ,$979 ,"$1,062 ","126,903",,
New York,Chemung County,123379,473,405,$738 ,$743 ,$944 ,"$1,241 ","$1,339 ","83,456",,
New York,Chenango County,122917,471,394,$525 ,$638 ,$767 ,$979 ,"$1,044 ","47,207",,
New York,Clinton County,189871,728,609,$682 ,$686 ,$884 ,"$1,134 ","$1,219 ","80,485",,
New York,Columbia County,291802,1119,936,$790 ,$860 ,"$1,012 ","$1,302 ","$1,372 ","59,461",,
New York,Cortland County,154645,593,496,$697 ,$723 ,$867 ,"$1,072 ","$1,384 ","47,581",,
New York,Delaware County,174007,667,558,$647 ,$651 ,$757 ,"$1,029 ","$1,033 ","44,135",,
New York,Dutchess County,365199,1400,1148,"$1,033 ","$1,107 ","$1,412 ","$1,796 ","$2,022 ","294,218",,
New York,Erie County,208161,798,659,$774 ,$812 ,$963 ,"$1,190 ","$1,334 ","918,702",,
New York,Essex County,191870,736,615,$691 ,$739 ,$844 ,"$1,162 ","$1,166 ","36,885",,
New York,Franklin County,135783,521,435,$518 ,$679 ,$780 ,"$1,016 ","$1,058 ","50,022",,
New York,Fulton County,136907,525,439,$653 ,$692 ,$862 ,"$1,066 ","$1,255 ","53,383",,
New York,Genesee County,149648,574,480,$560 ,$686 ,$833 ,"$1,124 ","$1,211 ","57,280",,
New York,Greene County,220226,844,706,$725 ,$832 ,"$1,030 ","$1,284 ","$1,397 ","47,188",,
New York,Hamilton County,207359,795,665,$677 ,$682 ,$897 ,"$1,109 ","$1,275 ","4,416",,
New York,Herkimer County,122824,471,400,$676 ,$680 ,$863 ,"$1,067 ","$1,238 ","61,319",,
New York,Jefferson County,188122,721,603,$786 ,$899 ,"$1,183 ","$1,587 ","$1,864 ","109,834",,
New York,Kings County,918733,3522,3035,"$2,018 ","$2,054 ","$2,340 ","$2,952 ","$3,173 ","2,559,903",,
New York,Lewis County,150148,576,481,$647 ,$658 ,$838 ,"$1,052 ","$1,266 ","26,296",,
New York,Livingston County,173484,665,560,$727 ,$828 ,"$1,039 ","$1,284 ","$1,409 ","62,914",,
New York,Madison County,174835,670,560,$694 ,$781 ,$966 ,"$1,198 ","$1,390 ","70,941",,
New York,Monroe County,192540,738,622,$727 ,$828 ,"$1,039 ","$1,284 ","$1,409 ","741,770",,
New York,Montgomery County,131661,505,422,$692 ,$696 ,$820 ,"$1,028 ","$1,135 ","49,221",,
New York,Nassau County,649921,2491,2147,"$1,372 ","$1,695 ","$2,065 ","$2,642 ","$2,911 ","1,356,924",,
